,date,time,Object id,Class_type,Class-likelihood,X,Y
0,09-05-2023,035710,259,Person,0.49000000953674316,381,199
1,09-05-2023,035710,259,Person,0.5799999833106995,381,200
2,09-05-2023,035711,259,Person,0.5799999833106995,380,200
3,09-05-2023,035711,259,Person,0.49000000953674316,380,200
4,09-05-2023,035711,259,Person,0.4099999964237213,380,200
5,09-05-2023,035712,259,Person,0.4099999964237213,380,200
6,09-05-2023,035712,259,Person,0.4099999964237213,380,200
7,09-05-2023,035712,259,Person,0.4300000071525574,380,200
8,09-05-2023,035713,259,Person,0.4099999964237213,380,200
9,09-05-2023,035713,259,Person,0.4099999964237213,380,200
10,09-05-2023,035713,259,Person,0.4300000071525574,380,200
11,09-05-2023,035714,259,Person,0.5199999809265137,380,200
12,09-05-2023,035714,259,Person,0.5299999713897705,379,199
13,09-05-2023,035714,259,Person,0.5299999713897705,379,199
14,09-05-2023,035715,259,Person,0.5299999713897705,379,199
15,09-05-2023,035715,259,Person,0.49000000953674316,379,200
16,09-05-2023,035716,259,Person,0.4399999976158142,380,200
17,09-05-2023,035716,259,Person,0.4399999976158142,380,200
18,09-05-2023,035716,259,Person,0.47999998927116394,380,201
19,09-05-2023,035717,259,Person,0.44999998807907104,380,200
20,09-05-2023,035717,259,Person,0.44999998807907104,380,200
21,09-05-2023,035717,259,Person,0.44999998807907104,380,200
22,09-05-2023,035718,259,Person,0.44999998807907104,380,200
23,09-05-2023,035719,260,Person,0.550000011920929,380,199
24,09-05-2023,035719,260,Person,0.5299999713897705,380,200
25,09-05-2023,035719,260,Person,0.4399999976158142,381,201
26,09-05-2023,035720,260,Person,0.5199999809265137,380,201
27,09-05-2023,035720,260,Person,0.44999998807907104,380,200
28,09-05-2023,035720,260,Person,0.46000000834465027,380,200
29,09-05-2023,035721,260,Person,0.41999998688697815,380,200
30,09-05-2023,035721,260,Person,0.49000000953674316,380,201
31,09-05-2023,035721,260,Person,0.4699999988079071,380,201
32,09-05-2023,035722,260,Person,0.4699999988079071,380,201
33,09-05-2023,035722,260,Person,0.4699999988079071,380,201
34,09-05-2023,035722,260,Person,0.44999998807907104,380,200
35,09-05-2023,035723,260,Person,0.4399999976158142,380,199
36,09-05-2023,035723,260,Person,0.5199999809265137,380,200
37,09-05-2023,035723,260,Person,0.41999998688697815,381,200
38,09-05-2023,035724,260,Person,0.41999998688697815,381,200
39,09-05-2023,035724,260,Person,0.4300000071525574,381,200
40,09-05-2023,035724,260,Person,0.5699999928474426,381,200
41,09-05-2023,035725,260,Person,0.6000000238418579,380,201
42,09-05-2023,035725,260,Person,0.5,380,201
43,09-05-2023,035725,260,Person,0.5699999928474426,380,201
44,09-05-2023,035726,260,Person,0.49000000953674316,380,200
45,09-05-2023,035726,260,Person,0.47999998927116394,380,199
46,09-05-2023,035726,260,Person,0.5299999713897705,380,200
47,09-05-2023,035727,260,Person,0.550000011920929,380,200
48,09-05-2023,035727,260,Person,0.5400000214576721,380,200
49,09-05-2023,035727,260,Person,0.5,380,201
50,09-05-2023,035728,260,Person,0.5,380,201
51,09-05-2023,035728,260,Person,0.5299999713897705,380,201
52,09-05-2023,035728,260,Person,0.44999998807907104,380,201
53,09-05-2023,035729,260,Person,0.5299999713897705,380,200
54,09-05-2023,035729,260,Person,0.44999998807907104,380,200
55,09-05-2023,035729,260,Person,0.4399999976158142,380,199
56,09-05-2023,035730,260,Person,0.4099999964237213,380,200
57,09-05-2023,035730,260,Person,0.4099999964237213,380,200
58,09-05-2023,035730,260,Person,0.5,380,200
59,09-05-2023,035731,260,Person,0.5,380,200
60,09-05-2023,035731,260,Person,0.4000000059604645,380,200
61,09-05-2023,035731,260,Person,0.5799999833106995,380,201
62,09-05-2023,035732,260,Person,0.5799999833106995,380,201
63,09-05-2023,035732,260,Person,0.550000011920929,379,201
64,09-05-2023,035732,260,Person,0.4099999964237213,380,200
65,09-05-2023,035733,260,Person,0.4300000071525574,380,200
66,09-05-2023,035733,260,Person,0.4099999964237213,380,200
67,09-05-2023,035733,260,Person,0.6000000238418579,381,201
68,09-05-2023,035734,260,Person,0.6399999856948853,380,200
69,09-05-2023,035734,260,Person,0.5400000214576721,380,200
70,09-05-2023,035734,260,Person,0.49000000953674316,380,200
71,09-05-2023,035735,260,Person,0.5299999713897705,380,199
72,09-05-2023,035735,260,Person,0.49000000953674316,380,200
73,09-05-2023,035735,260,Person,0.41999998688697815,380,201
74,09-05-2023,035736,260,Person,0.4399999976158142,380,200
75,09-05-2023,035736,260,Person,0.44999998807907104,380,200
76,09-05-2023,035736,260,Person,0.5699999928474426,380,200
77,09-05-2023,035737,260,Person,0.46000000834465027,380,201
78,09-05-2023,035737,260,Person,0.5,381,201
79,09-05-2023,035737,260,Person,0.41999998688697815,381,201
80,09-05-2023,035738,260,Person,0.41999998688697815,381,201
81,09-05-2023,035738,260,Person,0.5099999904632568,381,201
82,09-05-2023,035738,260,Person,0.4399999976158142,381,200
83,09-05-2023,035739,260,Person,0.5899999737739563,380,200
84,09-05-2023,035739,260,Person,0.5099999904632568,380,200
85,09-05-2023,035739,260,Person,0.49000000953674316,379,200
86,09-05-2023,035740,260,Person,0.6299999952316284,380,201
87,09-05-2023,035740,260,Person,0.6000000238418579,380,201
88,09-05-2023,035740,260,Person,0.6299999952316284,380,201
89,09-05-2023,035741,260,Person,0.47999998927116394,380,200
90,09-05-2023,035741,260,Person,0.5099999904632568,380,199
91,09-05-2023,035741,260,Person,0.5099999904632568,380,199
92,09-05-2023,035742,260,Person,0.44999998807907104,380,200
93,09-05-2023,035742,260,Person,0.5099999904632568,379,200
94,09-05-2023,035742,260,Person,0.49000000953674316,379,201
95,09-05-2023,035743,260,Person,0.49000000953674316,379,201
96,09-05-2023,035743,260,Person,0.4300000071525574,380,201
97,09-05-2023,035743,260,Person,0.699999988079071,380,201
98,09-05-2023,035744,260,Person,0.6200000047683716,380,200
99,09-05-2023,035744,260,Person,0.5600000023841858,380,201
100,09-05-2023,035744,260,Person,0.5,381,200
101,09-05-2023,035745,260,Person,0.5,380,201
102,09-05-2023,035745,260,Person,0.5,380,200
103,09-05-2023,035745,260,Person,0.6000000238418579,380,200
104,09-05-2023,035746,260,Person,0.6000000238418579,380,200
105,09-05-2023,035746,260,Person,0.4399999976158142,381,200
106,09-05-2023,035746,260,Person,0.4099999964237213,380,200
107,09-05-2023,035747,260,Person,0.4699999988079071,380,201
108,09-05-2023,035747,260,Person,0.4699999988079071,380,201
109,09-05-2023,035747,260,Person,0.4699999988079071,380,201
110,09-05-2023,035748,260,Person,0.4399999976158142,381,200
111,09-05-2023,035748,260,Person,0.4300000071525574,381,200
112,09-05-2023,035749,260,Person,0.4300000071525574,381,200
113,09-05-2023,035749,260,Person,0.6000000238418579,380,200
114,09-05-2023,035749,260,Person,0.4699999988079071,380,201
115,09-05-2023,035750,260,Person,0.5199999809265137,380,201
116,09-05-2023,035750,260,Person,0.5199999809265137,380,200
117,09-05-2023,035750,260,Person,0.4399999976158142,381,199
118,09-05-2023,035751,260,Person,0.4300000071525574,381,199
119,09-05-2023,035751,260,Person,0.4300000071525574,381,199
120,09-05-2023,035751,260,Person,0.49000000953674316,380,201
121,09-05-2023,035752,260,Person,0.5600000023841858,380,200
122,09-05-2023,035752,260,Person,0.6000000238418579,380,201
123,09-05-2023,035752,260,Person,0.46000000834465027,381,201
124,09-05-2023,035753,260,Person,0.46000000834465027,381,201
125,09-05-2023,035753,260,Person,0.46000000834465027,381,201
126,09-05-2023,035753,260,Person,0.5099999904632568,381,201
127,09-05-2023,035754,260,Person,0.5,380,200
128,09-05-2023,035754,260,Person,0.5600000023841858,380,199
129,09-05-2023,035754,260,Person,0.550000011920929,381,199
130,09-05-2023,035755,260,Person,0.550000011920929,381,199
131,09-05-2023,035755,260,Person,0.44999998807907104,380,200
132,09-05-2023,035755,260,Person,0.44999998807907104,380,200
133,09-05-2023,035756,260,Person,0.41999998688697815,381,200
134,09-05-2023,035756,260,Person,0.41999998688697815,381,200
135,09-05-2023,035756,260,Person,0.41999998688697815,381,200
136,09-05-2023,035757,260,Person,0.4399999976158142,381,200
137,09-05-2023,035757,260,Person,0.44999998807907104,381,200
138,09-05-2023,035758,260,Person,0.49000000953674316,381,201
139,09-05-2023,035758,260,Person,0.4699999988079071,380,201
140,09-05-2023,035758,260,Person,0.41999998688697815,380,200
141,09-05-2023,035759,260,Person,0.550000011920929,380,200
142,09-05-2023,035759,260,Person,0.46000000834465027,380,200
143,09-05-2023,035759,260,Person,0.5899999737739563,380,200
144,09-05-2023,035800,260,Person,0.6100000143051147,380,200
145,09-05-2023,035800,260,Person,0.6399999856948853,380,200
146,09-05-2023,035800,260,Person,0.5099999904632568,380,200
147,09-05-2023,035801,260,Person,0.49000000953674316,380,200
148,09-05-2023,035801,260,Person,0.49000000953674316,380,200
149,09-05-2023,035801,260,Person,0.49000000953674316,380,200
150,09-05-2023,035802,261,Person,0.41999998688697815,379,201
151,09-05-2023,035803,261,Person,0.41999998688697815,379,201
152,09-05-2023,035803,261,Person,0.6000000238418579,379,201
153,09-05-2023,035803,261,Person,0.4099999964237213,380,200
154,09-05-2023,035804,261,Person,0.5199999809265137,381,200
155,09-05-2023,035804,261,Person,0.4099999964237213,381,201
156,09-05-2023,035804,261,Person,0.4099999964237213,381,201
157,09-05-2023,035805,261,Person,0.4099999964237213,381,201
158,09-05-2023,035806,262,Person,0.5199999809265137,380,200
159,09-05-2023,035806,262,Person,0.4399999976158142,379,200
160,09-05-2023,035807,262,Person,0.5899999737739563,379,201
161,09-05-2023,035807,262,Person,0.4699999988079071,379,201
162,09-05-2023,035807,262,Person,0.6299999952316284,380,201
163,09-05-2023,035808,262,Person,0.5199999809265137,380,200
164,09-05-2023,035808,262,Person,0.5199999809265137,380,200
165,09-05-2023,035808,262,Person,0.5899999737739563,380,200
166,09-05-2023,035809,262,Person,0.49000000953674316,381,200
167,09-05-2023,035809,262,Person,0.4699999988079071,381,200
168,09-05-2023,035809,262,Person,0.4699999988079071,381,200
169,09-05-2023,035810,262,Person,0.4699999988079071,381,200
170,09-05-2023,035811,263,Person,0.4300000071525574,381,200
171,09-05-2023,035812,263,Person,0.4000000059604645,382,199
172,09-05-2023,035812,263,Person,0.44999998807907104,381,199
173,09-05-2023,035812,263,Person,0.4300000071525574,381,200
174,09-05-2023,035813,263,Person,0.4699999988079071,381,199
175,09-05-2023,035813,263,Person,0.41999998688697815,381,200
176,09-05-2023,035813,263,Person,0.6000000238418579,380,201
177,09-05-2023,035814,263,Person,0.41999998688697815,381,201
178,09-05-2023,035814,263,Person,0.4000000059604645,381,201
179,09-05-2023,035814,263,Person,0.5199999809265137,380,201
180,09-05-2023,035815,263,Person,0.47999998927116394,380,200
181,09-05-2023,035815,263,Person,0.47999998927116394,380,200
182,09-05-2023,035815,263,Person,0.5699999928474426,380,200
183,09-05-2023,035816,263,Person,0.4699999988079071,380,200
184,09-05-2023,035816,263,Person,0.5,381,200
185,09-05-2023,035816,263,Person,0.550000011920929,381,199
186,09-05-2023,035817,263,Person,0.5400000214576721,381,199
187,09-05-2023,035817,263,Person,0.5099999904632568,380,199
188,09-05-2023,035817,263,Person,0.5099999904632568,380,199
189,09-05-2023,035818,263,Person,0.5,380,199
190,09-05-2023,035818,263,Person,0.5,380,199
191,09-05-2023,035818,263,Person,0.5,380,199
192,09-05-2023,035819,263,Person,0.4099999964237213,381,199
193,09-05-2023,035819,263,Person,0.4399999976158142,381,199
194,09-05-2023,035820,263,Person,0.4099999964237213,381,199
195,09-05-2023,035820,263,Person,0.4699999988079071,381,200
196,09-05-2023,035820,263,Person,0.5699999928474426,381,199
197,09-05-2023,035821,263,Person,0.4000000059604645,381,200
198,09-05-2023,035821,263,Person,0.5099999904632568,380,201
199,09-05-2023,035821,263,Person,0.5299999713897705,380,200
200,09-05-2023,035822,263,Person,0.46000000834465027,380,200
201,09-05-2023,035822,263,Person,0.47999998927116394,381,200
